ID,Name,Handedness,Birthday,Country,Full Name
0000000435,趙子傑,右投右打,1973/10/05,中華民國,
0000000436,卜南波,右投右打,1972/03/15,中華民國,
0000000437,捷猛士,左投左打,1966/11/26,美國,James Wray
0000000438,黃俊傑,右投右打,1967/08/12,中華民國,
0000000439,洪佩臻,右投右打,1973/01/24,中華民國,
0000000440,呂明賜,右投右打,1964/10/30,中華民國,
0000000441,史考特,右投右打,1961/11/11,美國,Scott May
0000000442,郭建霖,右投右打,1965/05/21,中華民國,
0000000443,吉彌,右投右打,1965/04/12,美國,Jim Ward
0000000444,羅世幸,右投右打,1963/01/25,中華民國,
0000000445,蕭浚濠,右投右打,1969/08/02,中華民國,
0000000446,孫昭立,右投右打,1965/04/06,中華民國,
0000000447,黃煚隆,左投左打,1963/09/20,中華民國,
0000000448,李安熙,右投右打,1964/11/10,中華民國,
0000000449,林光中,右投右打,1969/04/15,中華民國,
0000000450,黃嘉育,右投右打,1963/02/20,中華民國,
0000000451,大帝士,右投左右開弓,1962/05/21,多明尼加,Bernardo Tatis
0000000452,林琨瑋,右投右打,1963/06/20,中華民國,
0000000453,古登,右投右打,1966/03/18,美國,Gordon Farmer
0000000454,陽介仁,右投右打,1959/09/16,中華民國,
0000000455,洪正欽,右投右打,1961/09/06,中華民國,
0000000456,林俊賢,右投右打,1970/11/03,中華民國,
0000000457,古滋曼,右投右打,1971/01/21,多明尼加,Johany Gozman
0000000458,李仲弘,左投左打,1964/10/02,中華民國,
0000000459,史塔克,右投右打,1965/01/25,美國,Matthew  Stark
0000000460,賈西,右投右打,1966/10/16,美國,Longo Garlia
0000000461,陳俊和,右投右打,1972/08/09,中華民國,
0000000462,黃平洋,右投右打,1962/11/13,中華民國,
0000000463,安士堡,右投右打,1963/08/20,美國,Brandley  Arnsberg
0000000464,坎倍斯,右投右打,1965/05/01,多明尼加,Fidel Compres
0000000465,林光宏,右投右打,1964/09/10,中華民國,
0000000466,史東,右投右打,1963/09/09,美國,Joseph Strong
0000000467,李奇,右投右打,1958/11/01,美國,Richard Thompson
0000000468,張見發,右投右打,1962/01/02,中華民國,
0000000469,牛沙勒,右投右打,1960/01/08,多明尼加,Julio Solano
0000000470,多力,右投右打,1961/02/03,美國,Freddie Toliver
0000000471,狄姆,右投右打,1963/02/12,美國,Timothy  Meeks
0000000472,黃清文,右投右打,1960/02/26,中華民國,
0000000473,小川宗直,左投左打,1962/05/23,日本,Kogawa Munenao
0000000474,馬斯,右投右打,1964/07/25,美國,Mathis Huff
0000000475,菲力普,右投右打,1966/08/23,美國,Felipe Castillo
0000000476,葉君璋,右投右打,1972/10/25,中華民國,
0000000477,法蘭克,右投左打,1965/05/28,多明尼加,Manuel  Francois
0000000478,凱斯,右投左右開弓,1961/10/20,美國,Patrick Smith
0000000479,哈里士,右投右打,1968/08/12,美國,Reglnald Harris
0000000480,威勒,右投右打,1966/07/11,多明尼加,William  Svevo
0000000481,席古拉,右投右打,1963/01/26,多明尼加,Jose Segura
0000000482,強森,右投右打,1969/03/31,美國,William Johnson
0000000483,艾勃,左投左打,1962/07/12,美國,Harper Milton
0000000484,坎沙諾,右投右打,1965/12/31,多明尼加,Campusano Silvestre
0000000485,麥雷諾,右投右打,1968/01/08,多明尼加,Mike Guerrero
0000000486,張泰山,右投右打,1976/10/31,中華民國,Ati Masaw
0000000487,羅飛,右投右打,1964/03/31,美國,Rafael Montalvo
0000000488,黃文博,右投右打,1971/10/29,中華民國,
0000000489,格雷,左投左打,1962/05/17,美國,Greg Matthew
0000000490,湯興佐,右投左打,1964/07/18,美國,Thomas Hinzo
0000000491,達瑞,右投右打,1970/06/22,多明尼加,Dario Perez
0000000492,鈴木俊雄,右投右打,1965/12/18,日本,Suzuki Toshio
0000000493,廖述仁,左投左打,1972/04/24,中華民國,
0000000494,陳金茂,右投右打,1963/10/07,中華民國,
0000000495,摩爾,右投右打,1964/06/21,美國,Brandley Moore
0000000496,鮑勃,右投左右開弓,1958/11/08,美國,Robert Moore
0000000497,戴瑞,右投右打,1962/06/12,美國,Darrell Ackerfelds
0000000498,邁可,右投左右開弓,1965/06/15,美國,Mike Pitz
0000000499,凱撒,右投右打,1968/05/11,美國,Michael Garcia
0000000500,蓋瑞,右投右打,1969/04/10,多明尼加,Gabriel Ozura
0000000501,大威,右投右打,1968/09/11,美國,David Matthew
0000000502,鄭文賢,右投右打,1974/10/05,中華民國,
0000000503,梅薩,右投左右開弓,1967/01/08,美國,Matthew Maysey
0000000504,陳炳男,右投右打,1972/02/05,中華民國,
0000000505,陳大順,右投右打,1964/11/16,中華民國,
0000000506,蔡昆祥,右投右打,1974/01/19,中華民國,
0000000507,派克,右投右打,1970/10/20,美國,Joe Petcka
0000000508,奧斯汀,右投右打,1963/12/07,美國,James Austin
0000000509,賀林,右投右打,1970/12/23,美國,Hollinger Adrian
0000000510,強斯頓,右投右打,1967/03/08,美國,Joe Johnston
0000000511,喬坎那,右投左打,1965/08/11,美國,George Canale
0000000512,漢銳,右投右打,1962/02/16,美國,Dwayne Henry
0000000513,吉爾,右投右打,1972/09/01,多明尼加,Gil Perez
0000000514,吉福,左投左打,1968/04/29,美國,Michael Guiffuyle
0000000515,許聖杰,右投右打,1975/05/16,中華民國,
0000000516,坎諾特,右投右打,1968/01/22,美國,Joe  Cnote
0000000517,陶德,右投右打,1969/06/28,美國,Todd Renving
0000000518,拉斐爾,右投右打,1971/08/16,美國,Rafael Pina
0000000519,武建州,左投左打,1972/11/16,中華民國,
0000000520,李明勳,右投右打,1972/11/18,中華民國,
0000000521,馮文龍,右投右打,1971/08/20,中華民國,
0000000522,豪野,右投右打,1970/02/21,墨西哥,Javier DelaHoya
0000000523,郝恩,右投右打,1968/11/30,美國,Heath  Haynes
0000000524,多力士,右投右打,1970/02/27,多明尼加,Luis Hernandez
0000000525,霸龍,左投左打,1961/11/17,多明尼加,Pablo Reyes
0000000526,克拉克,左投左打,1969/04/15,美國,Tim Clark
0000000527,陳俊傑,右投右打,1976/11/29,中華民國,
0000000528,郭一峰,右投右打,1976/03/24,中華民國,
0000000529,任志偉,右投右打,1972/08/10,中華民國,
0000000530,蕭雲東,右投右打,1975/01/27,中華民國,
0000000531,布魯諾,右投右打,1972/10/15,美國,Juilo Bruno
0000000532,格梅斯,右投右打,1970/04/02,多明尼加,Francisco Gamez
0000000533,麥特,右投右打,1967/02/18,美國,Matthew Turner
0000000534,魔力龍,左投左打,1970/12/16,多明尼加,Santiago Morilo
0000000535,羅貝托,右投右打,1970/03/18,多明尼加,Roberto  Ramir
0000000536,拉法葉,右投右打,1975/12/13,美國,Rafael Rivera
0000000537,寶龍,右投右打,1972/11/09,多明尼加,Baltazar Mesa
0000000538,何利西,右投右打,1969/01/08,美國,Mike Iglesias
0000000539,葛文,右投右打,1971/12/08,美國,Garvin Alston
0000000540,金德七,右投右打,1970/08/24,韓國,Kim Duck Chil
0000000541,羅培茲,右投右打,1975/04/08,多明尼加,Jose Lopez
0000000542,巴威特,右投左打,1975/02/14,墨西哥,Carlos Sievers
0000000543,李威,右投右打,1975/11/18,墨西哥,Oscar Rivera
0000000544,威倫,右投右打,1967/07/29,墨西哥,Saul Valenzuela
0000000545,哈威爾,右投右打,1970/02/06,墨西哥,Javier Cruz
0000000546,盧詩清,右投右打,1975/10/18,中華民國,
0000000547,陳瑞昌,右投右打,1973/12/30,中華民國,
0000000548,吳俊達,右投右打,1962/09/19,中華民國,
0000000549,洪一中,右投右打,1961/05/14,中華民國,
0000000550,查維,右投左右開弓,1961/02/23,委內瑞拉,Pedro Chavez
0000000551,林易增,右投右打,1959/12/02,中華民國,
0000000552,吳復連,右投右打,1962/01/06,中華民國,
0000000553,陳逸松,右投右打,1962/12/04,中華民國,
0000000554,陳憲章,右投右打,1965/09/20,中華民國,
0000000555,鄧肯,右投右打,1965/06/27,美國,Calvin Duncan
0000000556,黃廣琪,右投右打,1959/12/08,中華民國,
0000000557,牛復興,左投左打,1962/12/25,中華民國,
0000000558,勃朗,右投左右開弓,1955/10/29,美國,Darrell Brown
0000000559,黃世明,右投右打,1966/01/22,中華民國,
0000000560,弗雷特,右投右打,1966/12/01,美國,Fred Costello
0000000561,弗蘭克,右投右打,1968/05/11,委內瑞拉,Franc Campos
0000000562,克魯茲,右投右打,1965/12/10,多明尼加,Hector Dela
0000000563,大羅曼,右投右打,1963/05/21,多明尼加,Jose Roman
0000000564,陳義信,右投右打,1963/08/15,中華民國,
0000000565,尼洛,左投左打,1963/10/17,多明尼加,Ravelo Manzanillo
0000000566,帝波,左投左打,1962/01/24,多明尼加,Tiburcio Domingo
0000000567,陳琦豐,右投右打,1968/01/21,中華民國,
0000000568,派瑞,右投右打,1960/01/28,多明尼加,Valerio Perez
0000000569,努那,右投右打,1965/12/29,多明尼加,Dario Nunez
0000000570,路易士,右投右打,1966/12/29,美國,Luis  Santos
0000000571,周惠盛,右投右打,1962/12/26,中華民國,
0000000572,李文傳,右投右打,1959/08/03,中華民國,
0000000573,王光輝,右投右打,1964/11/12,中華民國,
0000000574,林文城,右投右打,1965/01/01,中華民國,
0000000575,葛雷諾,右投左打,1966/04/06,多明尼加,Epifanio  Guerrero
0000000576,江仲豪,左投左打,1957/12/18,中華民國,
0000000577,張永昌,右投右打,1958/09/03,中華民國,
0000000578,瓊茲,右投右打,1959/02/10,美國,Alfornia Jones
0000000579,吳英偉,右投右打,1966/09/02,中華民國,
0000000580,李居明,右投右打,1959/06/08,中華民國,
0000000581,吳聲武,右投右打,1973/10/17,中華民國,
0000000582,姚百川,右投右打,1964/08/09,中華民國,
0000000583,陳彥成,右投右打,1965/10/15,中華民國,
0000000584,羅威力,左投左打,1963/08/09,美國,Vance Lovelace
0000000585,馬力歐,右投右打,1966/04/09,多明尼加,Mario Brito
0000000586,阿洛瑪,右投右打,1967/10/30,多明尼加,George Alvarez
0000000587,雷蒙,右投右打,1969/09/02,多明尼加,Ramon Garcia
0000000588,陳懷山,右投左右開弓,1974/09/18,中華民國,
0000000589,大偉,右投右打,1962/08/12,美國,David Pavlas
0000000590,彭裕國,左投左打,1963/12/12,中華民國,
0000000591,林百亨,右投右打,1961/12/25,中華民國,
0000000592,法拉茲,右投右打,1963/01/31,美國,Francisco Oliveras
0000000593,費南德茲,右投右打,1961/05/07,多明尼加,Maneul Hernandez
0000000594,巴比諾,右投右打,1964/03/31,多明尼加,Balvino Galvez
0000000595,黃榮貴,右投右打,1962/02/24,中華民國,
0000000596,愛迪生,右投右打,1968/04/07,多明尼加,Eninson Renterin
0000000597,葛希,左投左打,1967/04/03,委內瑞拉,Miguel Garcia
0000000598,董永興,右投右打,1968/10/12,中華民國,
0000000599,雷克,左投左打,1964/01/25,美國,Gregg Ritchie
0000000600,柯特,左投左打,1967/01/02,美國,Kurt Peltzer
0000000601,羅一歐,右投右打,1965/11/25,美國,Royal Clayton
0000000602,麥克,右投右打,1963/09/12,美國,Mike Roesler
0000000603,勞勃,右投右打,1967/01/02,美國,Robert Wishnevski
0000000604,強尼,右投左打,1963/07/26,美國,Johnny Monnell
0000000605,威廉,右投右打,1969/04/16,美國,Jeff  Williams
0000000606,邱麒璋,右投右打,1971/10/22,中華民國,
0000000607,吳俊億,右投右打,1975/11/26,中華民國,
0000000608,張瑋,右投右打,1972/07/11,中華民國,
0000000609,史考特,右投右打,1967/08/19,美國,Scott Fredrickon
0000000610,孟雷迪,右投右打,1966/12/24,美國,Meredith Sanford
0000000611,東鈮,右投右打,1965/10/01,日本,Tajima Toshio
0000000612,祈美力,右投右打,1967/07/27,美國,Joel Chimelis
0000000613,德伍,左投左打,1967/01/04,美國,Robert Wood
0000000614,奧力偉,右投右打,1971/03/03,多明尼加,Jose Oliva
0000000615,艾伯格,右投右打,1968/04/08,美國,Albert Bustillos
0000000616,馬修,左投左打,1970/09/26,美國,Matther Murray
0000000617,凱斯,右投右打,1968/01/21,美國,Keith Shepherd
0000000618,林正偉,右投左打,1974/03/11,中華民國,
0000000619,劉文貿,右投右打,1975/09/05,中華民國,
0000000620,戴于程,右投左打,1971/12/13,中華民國,
0000000621,陳建村,右投右打,1974/05/10,中華民國,
0000000622,陳瑞振,右投右打,1975/09/23,中華民國,
0000000623,陳谷源,右投右打,1975/09/24,中華民國,
0000000624,卡瑞亞,右投右打,1972/06/21,委內瑞拉,Jose Correa
0000000625,洪德芳,右投右打,1975/03/25,中華民國,
0000000626,艾德,右投右打,1967/10/06,委內瑞拉,Edger Alfonzo
0000000627,大德,右投右打,1964/03/16,美國,Todd  Michael
0000000628,胡力安,右投右打,1968/05/24,多明尼加,Julian Zasquez
0000000629,安東尼奧,右投右打,1972/11/25,多明尼加,Ramon Atonio
0000000630,卡洛索,左投左打,1969/07/20,美國,Engene Caruso
0000000631,豪威,左投左打,1969/08/31,美國,Patrick Howell
0000000632,克雷格,右投右打,1965/01/31,美國,Craig Lewis
0000000633,阿奇力,右投右打,1974/05/09,多明尼加,Aguilis Cerade
0000000634,蕭任汶,右投右打,1973/08/15,中華民國,
0000000635,哈特曼,左投左打,1971/05/13,美國,Peter Hartman
0000000636,布朗,右投右打,1969/12/19,美國,Clingon Brown
0000000637,理查,右投右打,1972/08/31,美國,Richard  Linares
0000000638,龐德,右投右打,1966/09/20,美國,Edward Ponte
0000000639,吳柏勳,右投右打,1971/11/25,中華民國,
0000000640,約瑟,右投左打,1967/11/11,波多黎各,Jose Monoz
0000000641,大衛,左投左打,1965/06/14,波多黎各,David Rosario
0000000642,王勁力,右投右打,1976/09/07,中華民國,
0000000643,羽根川竜,左投左打,1973/06/05,日本,Hanekawa Ryu
0000000644,朋馳,右投右打,1974/01/17,多明尼加,Guillermo  Mercedes
0000000645,克力士,右投右打,1965/09/08,美國,Chris Bennett
0000000646,李查,右投右打,1974/11/22,多明尼加,Richard  Olevier
0000000647,阿力奇,左投左打,1976/03/10,委內瑞拉,Bracho Arriech
0000000648,荷西,右投右打,1972/06/12,多明尼加,Jose  Garcia
0000000649,胡立歐,右投右打,1974/05/18,多明尼加,Julio  Perez
0000000650,林明憲,左投左打,1977/03/29,中華民國,
0000000651,許皓銘,右投左打,1977/04/05,中華民國,
0000000652,張士凱,左投左打,1977/01/17,中華民國,
0000000653,奧斯卡,右投右打,1976/02/21,多明尼加,Oscar Abreu
0000000654,伍森,右投右打,1969/05/18,美國,Kerry Woodson
0000000655,安東尼,左投左打,1976/01/07,多明尼加,Felix Antonio
0000000656,白坂勝史,左投左打,1975/07/12,日本,Shirasaka Katsushi
0000000657,克瑞,右投右打,1972/11/05,多明尼加,Alfredo Arias
0000000658,麥克,右投右打,1975/02/15,多明尼加,Miguel Garcia
0000000659,法蘭西,右投右打,1972/08/12,墨西哥,Francisco Campo
0000000660,陳俊義,右投右打,1977/02/11,中華民國,
0000000661,馮勝賢,右投右打,1975/10/23,中華民國,
0000000662,蒲慶哲,右投右打,1976/11/13,中華民國,
0000000663,王金勇,右投右打,1975/11/27,中華民國,
0000000664,許閔嵐,左投左打,1976/11/12,中華民國,
0000000665,李志傑,右投右打,1977/11/04,中華民國,
0000000666,鍾宇政,右投右打,1973/12/15,中華民國,
0000000667,彭政閔,右投右打,1978/08/06,中華民國,
0000000668,養父鉄,右投右打,1973/06/26,日本,Yofu Tetsu
0000000669,斉藤肇,右投右打,1973/07/22,日本,Saito Hajime
0000000670,陳致遠,右投右打,1976/10/27,中華民國,
0000000671,鄭漢禮,右投右打,1975/09/12,中華民國,
0000000672,邱信邦,左投左打,1978/10/30,中華民國,
0000000673,陳興昌,左投左打,1979/05/27,中華民國,
0000000674,中込伸,右投右打,1970/02/16,日本,Nakagomi Sin
0000000675,朱鴻森,右投右打,1978/03/23,中華民國,
0000000676,横田久則,右投右打,1967/09/08,日本,Yokota Hisanori
0000000677,今井圭吾,右投右打,1974/07/16,日本,Imai Keigo
0000000678,陳世斌,右投右打,1979/06/25,中華民國,
0000000679,馬丁尼,右投右打,1974/05/31,巴拿馬,Gomez Martinez
0000000680,彭政欣,右投右打,1980/05/22,中華民國,
0000000681,莊瑋全,右投右打,1981/02/11,中華民國,
0000000683,巴帝斯,左投左打,1971/12/30,美國,Travis Steven
0000000684,吳保賢,右投右打,1980/02/06,中華民國,
0000000685,劉俊男,右投右打,1982/03/04,中華民國,
0000000686,武德曼,右投右打,1972/11/12,美國,Harold Woodman
0000000687,武藤潤一郎,右投右打,1969/03/15,日本,Muto Jun Ichiro
0000000688,廖于誠,右投右打,1980/09/04,中華民國,
0000000689,林馴偉,右投右打,1980/11/12,中華民國,
0000000690,派瑞克,右投右打,1970/09/16,美國,Bronswell Patrick
0000000691,莊宏亮,右投右打,1980/10/22,中華民國,
0000000692,陳智弘,右投右打,1978/12/11,中華民國,
0000000693,田顯明,右投右打,1978/08/20,中華民國,
0000000694,布萊恩,左投左打,1978/09/11,美國,Brian Rodaway
0000000695,布拉克,右投右打,1972/11/15,委內瑞拉,Blas Cedeno
0000000696,奧古斯丁,右投右打,1978/02/24,古巴,Marquetti Barbaro
0000000697,喬伊,右投右打,1971/09/19,美國,Joey  Dawley
0000000698,中村隼人,右投右打,1975/08/22,日本,Nakamura Hayato
0000000699,大德,右投右打,1973/11/21,美國,Todd Erdos
0000000700,艾迪,右投右打,1977/11/03,多明尼加,Eddy Candelario
0000000701,葉丁仁,左投左打,1983/07/01,中華民國,
0000000702,尼克,左投左打,1978/05/16,美國,Nick Bierbrodt
